Equipment,Operation,WO Type,Model Base,Problem Code,Failure Code,Cause Code,Action Code,Date,downtimeGross,pitHours,realDowntime,partsCost,repairHours,waitingHours
1027867,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC001,SEWA001,01/31/2024,2.83,2.67,0.16,$9.50,1.67,1.17
1027867,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC003,SEWA003,01/08/2024,1.67,1.5,0.17,$0.00,1.50,0.17
1027867,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC012,SEWA013,03/21/2024,3.17,3,0.17,$76.00,3.00,0.17
1027867,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC028,SEWA026,03/11/2024,1.67,1.67,0.00,$5.00,1.50,0.17
1027867,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP011,SEWF001,SEWC001,SEWA001,01/03/2024,0.50,0.33,0.17,$13.20,0.33,0.17
1027878,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC100,SEWA095,03/18/2024,0.08,0.08,0.00,$5.00,0.08,0.00
1027878,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF009,SEWC013,SEWA021,01/31/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1027881,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC001,SEWA001,01/24/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1027881,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC013,SEWA013,04/11/2024,0.08,0.08,0.00,$76.00,0.08,0.00
1027881,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC013,SEWA013,05/31/2024,0.50,0.5,0.00,$0.00,0.50,0.00
1027881,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF001,SEWC021,SEWA018,01/16/2024,0.50,0.42,0.08,$0.00,0.42,0.08
1027881,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF009,SEWC013,SEWA012,01/25/2024,1.33,1.25,0.08,$0.00,1.25,0.08
1027881,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF009,SEWC013,SEWA012,01/26/2024,1.42,1.33,0.09,$0.00,1.17,0.25
1027924,TAPE SHOULDER,Corrective Maintenance,DT6L2512,SEWP002,SEWF009,SEWC103,SEWA098,01/04/2024,0.25,0.25,0.00,$0.00,0.25,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA003,02/08/2024,3.33,2.33,1.00,$0.00,0.83,2.50
1028427,HEM SLEEVE,Breakdown,VC2713,SEWP001,SEWF001,SEWC001,SEWA001,05/22/2024,1.92,1.58,0.34,$0.74,1.00,0.92
1028427,HEM SLEEVE,Breakdown,VC2713,SEWP001,SEWF009,SEWC012,SEWA011,06/04/2024,4.67,3.67,1.00,$0.00,4.67,0.00
1028427,HEM SLEEVE,Breakdown,VC2713,SEWP001,SEWF009,SEWC100,SEWA095,04/08/2024,0.50,0,0.50,$0.00,0.50,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP001,SEWF001,SEWC001,SEWA001,02/21/2024,0.25,0,0.25,$0.00,0.25,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP001,SEWF006,SEWC065,SEWA061,01/22/2024,0.97,0.88,0.09,$0.00,0.63,0.33
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP001,SEWF008,SEWC082,SEWA080,04/19/2024,0.58,0,0.58,$68.06,0.42,0.17
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP001,SEWF009,SEWC245,SEWA237,04/22/2024,2.00,0,2.00,$0.00,2.00,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP001,SEWF012,SEWC139,SEWA127,03/12/2024,0.42,0.25,0.17,$0.00,0.33,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC012,SEWA011,03/20/2024,0.67,0.58,0.09,$0.00,0.67,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC012,SEWA011,03/21/2024,1.50,1.25,0.25,$20.15,1.50,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC012,SEWA011,03/22/2024,1.75,1.58,0.17,$51.11,1.75,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC012,SEWA011,04/17/2024,2.00,0,2.00,$0.00,2.00,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC012,SEWA011,04/26/2024,2.25,1.67,0.58,$0.00,1.67,0.58
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,03/01/2024,0.67,0.17,0.50,$0.00,0.50,0.17
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,03/22/2024,0.75,0,0.75,$0.00,0.67,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,04/18/2024,0.67,0,0.67,$0.00,0.50,0.17
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,05/02/2024,1.17,0,1.17,$0.00,1.08,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,05/09/2024,0.92,0,0.92,$0.00,0.58,0.33
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,05/28/2024,0.92,0.42,0.50,$0.00,0.75,0.17
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,05/29/2024,1.33,1.17,0.16,$0.00,1.33,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,05/30/2024,0.92,0.5,0.42,$0.00,0.75,0.17
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC016,SEWA013,05/20/2024,0.33,0,0.33,$0.00,0.33,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC018,SEWA015,03/06/2024,1.08,0.83,0.25,$0.00,0.33,0.75
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC023,SEWA020,02/26/2024,0.67,0,0.67,$28.00,0.58,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC026,SEWA023,02/12/2024,1.83,1.5,0.33,$0.00,1.83,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC262,SEWA236,04/19/2024,1.42,0.75,0.67,$0.00,0.75,0.67
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA083,03/14/2024,2.50,2,0.50,$0.00,0.50,2.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA083,04/24/2024,3.25,0,3.25,$0.00,2.25,1.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC083,SEWA082,01/17/2024,2.00,1.5,0.50,$69.25,1.92,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA011,04/02/2024,1.17,0,1.17,$0.00,1.17,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA011,04/26/2024,1.17,0.42,0.75,$0.00,1.17,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA011,04/29/2024,2.00,1,1.00,$0.00,2.00,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA011,05/31/2024,3.50,0,3.50,$0.00,3.50,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA011,06/03/2024,9.00,8.58,0.42,$74.45,9.00,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC012,SEWA013,04/22/2024,0.50,0,0.50,$0.00,0.42,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA003,01/15/2024,0.67,0,0.67,$0.00,0.67,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA003,01/18/2024,5.17,5.08,0.09,$25.00,3.00,2.17
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA003,01/19/2024,2.00,1.92,0.08,$125.00,2.00,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA003,02/02/2024,1.00,0,1.00,$100.00,1.00,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA003,02/13/2024,5.42,5.08,0.34,$0.00,4.83,0.58
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA012,02/28/2024,1.58,0,1.58,$0.00,1.33,0.25
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA012,04/25/2024,0.75,0,0.75,$0.00,0.50,0.25
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,01/25/2024,0.83,0.75,0.08,$0.00,0.58,0.25
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,02/02/2024,1.00,0,1.00,$0.00,1.00,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,05/29/2024,0.50,0.17,0.33,$0.00,0.42,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,05/30/2024,0.92,0.75,0.17,$15.00,0.83,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC084,SEWA082,03/19/2024,3.33,1.33,2.00,$100.00,0.83,2.50
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC084,SEWA082,05/29/2024,0.83,0.58,0.25,$0.00,0.75,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC084,SEWA082,06/04/2024,0.50,0,0.50,$0.00,0.50,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC088,SEWA087,03/11/2024,2.33,1,1.33,$0.00,2.33,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC088,SEWA087,03/15/2024,4.17,2.17,2.00,$0.00,0.17,4.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC089,SEWA088,03/08/2024,2.25,0,2.25,$0.00,1.00,1.25
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC090,SEWA088,01/02/2024,0.67,0,0.67,$46.70,0.67,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC091,SEWA003,04/09/2024,2.25,2,0.25,$0.00,2.25,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC100,SEWA095,05/27/2024,3.58,3,0.58,$0.00,0.50,3.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF011,SEWC135,SEWA123,04/26/2024,0.58,0.5,0.08,$1.70,0.50,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF011,SEWC137,SEWA125,04/30/2024,0.58,0,0.58,$0.00,0.50,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF019,SEWC166,SEWA155,02/09/2024,6.92,6.58,0.34,$6.65,6.83,0.08
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF019,SEWC169,SEWA158,04/19/2024,0.25,0,0.25,$0.00,0.25,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF021,SEWC192,SEWA185,01/05/2024,1.67,1.58,0.09,$0.00,1.00,0.67
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF021,SEWC193,SEWA185,06/06/2024,1.17,0,1.17,$0.00,0.50,0.67
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF022,SEWC195,SEWA184,03/18/2024,0.42,0.33,0.09,$0.00,0.42,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP008,SEWF021,SEWC190,SEWA182,02/01/2024,2.58,0,2.58,$5.25,0.67,1.92
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP008,SEWF021,SEWC192,SEWA184,02/26/2024,1.25,1.25,0.00,$0.00,1.00,0.25
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP008,SEWF021,SEWC193,SEWA185,03/06/2024,0.67,0,0.67,$0.00,0.67,0.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP008,SEWF021,SEWC193,SEWA185,06/05/2024,1.67,0,1.67,$0.00,1.25,0.42
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP008,SEWF021,SEWC193,SEWA185,06/07/2024,4.50,0,4.50,$0.00,1.50,3.00
1028427,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP008,SEWF022,SEWC195,SEWA184,01/11/2024,1.33,1.25,0.08,$0.00,0.50,0.83
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP001,SEWF008,SEWC081,SEWA079,01/02/2024,0.25,0,0.25,$12.50,0.25,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP001,SEWF008,SEWC082,SEWA083,02/29/2024,0.92,0.83,0.09,$0.00,0.83,0.08
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP001,SEWF009,SEWC017,SEWA013,02/16/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC001,SEWA001,02/09/2024,3.67,3.08,0.59,$0.00,0.50,3.17
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC001,SEWA001,02/15/2024,2.92,2.83,0.09,$0.00,2.50,0.42
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC001,SEWA001,02/27/2024,2.00,2,0.00,$25.00,2.00,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,01/25/2024,1.17,0,1.17,$0.00,1.17,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,05/03/2024,0.42,0.33,0.09,$0.00,0.42,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC013,SEWA012,06/10/2024,1.67,1.67,0.00,$0.00,1.50,0.17
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC023,SEWA020,01/19/2024,4.17,0,4.17,$30.90,4.17,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC026,SEWA024,05/21/2024,0.33,0.33,0.00,$0.00,0.17,0.17
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF001,SEWC026,SEWA062,01/17/2024,1.67,0,1.67,$0.00,1.67,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF004,SEWC050,SEWA048,02/20/2024,1.17,1.08,0.09,$0.00,0.42,0.75
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF006,SEWC083,SEWA082,02/15/2024,1.50,1.42,0.08,$0.00,0.92,0.58
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC081,SEWA079,01/23/2024,1.58,0,1.58,$0.00,1.58,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC081,SEWA079,03/05/2024,0.50,0.5,0.00,$0.00,0.50,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC081,SEWA079,05/27/2024,0.42,0.42,0.00,$0.00,0.42,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC081,SEWA087,01/22/2024,0.83,0,0.83,$0.00,0.83,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA080,03/21/2024,0.75,0.75,0.00,$0.00,0.33,0.42
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA080,05/29/2024,0.42,0.42,0.00,$0.00,0.42,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA083,01/08/2024,1.00,0,1.00,$25.00,1.00,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA083,03/01/2024,0.42,0.33,0.09,$7.00,0.42,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA083,03/19/2024,0.33,0.33,0.00,$125.00,0.33,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA083,04/17/2024,0.83,0.75,0.08,$0.00,0.58,0.25
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF008,SEWC082,SEWA083,05/31/2024,0.58,0.5,0.08,$0.00,0.42,0.17
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC013,SEWA003,05/24/2024,1.33,1.25,0.08,$0.00,0.58,0.75
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,02/02/2024,1.00,0,1.00,$0.00,1.00,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,02/20/2024,1.08,1,0.08,$190.00,1.00,0.08
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,04/04/2024,0.67,0.67,0.00,$0.00,0.67,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC017,SEWA013,04/09/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC100,SEWA095,04/10/2024,2.00,2,0.00,$2.13,2.00,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC113,SEWA003,04/10/2024,2.08,2,0.08,$25.00,1.50,0.58
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF009,SEWC118,SEWA106,03/01/2024,0.75,0.75,0.00,$0.00,0.75,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF011,SEWC136,SEWA124,02/21/2024,0.50,0.42,0.08,$25.00,0.50,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF011,SEWC136,SEWA124,03/01/2024,0.33,0.33,0.00,$216.11,0.33,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF011,SEWC137,SEWA138,02/06/2024,0.17,0.08,0.09,$74.25,0.17,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF011,SEWC137,SEWA138,02/16/2024,2.25,2.17,0.08,$97.22,2.25,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF012,SEWC139,SEWA127,03/05/2024,2.33,2.33,0.00,$190.81,2.33,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF012,SEWC139,SEWA127,03/13/2024,0.75,0.58,0.17,$4.25,0.75,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF019,SEWC171,SEWA160,04/08/2024,1.00,1,0.00,$0.00,1.00,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF021,SEWC191,SEWA184,05/22/2024,1.67,1.67,0.00,$0.00,1.67,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF021,SEWC192,SEWA184,04/05/2024,0.50,0.5,0.00,$0.00,0.50,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF021,SEWC192,SEWA184,05/16/2024,0.58,0.58,0.00,$0.00,0.58,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF021,SEWC192,SEWA184,05/21/2024,1.17,1.08,0.09,$0.00,1.17,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF021,SEWC192,SEWA184,05/21/2024,1.50,1.5,0.00,$0.00,1.50,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF025,SEWC207,SEWA199,05/07/2024,1.17,1.08,0.09,$0.00,1.00,0.17
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF025,SEWC207,SEWA199,05/16/2024,1.00,1,0.00,$0.00,1.00,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF025,SEWC207,SEWA199,05/17/2024,0.75,0.75,0.00,$0.00,0.75,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF025,SEWC207,SEWA199,05/20/2024,2.08,2,0.08,$0.00,2.08,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP002,SEWF025,SEWC207,SEWA199,06/07/2024,4.00,4,0.00,$0.00,4.00,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP008,SEWF021,SEWC192,SEWA184,03/18/2024,0.17,0.17,0.00,$0.00,0.17,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP008,SEWF025,SEWC207,SEWA199,04/01/2024,2.50,0.5,2.00,$0.00,0.50,2.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP019,SEWF008,SEWC082,SEWA080,01/22/2024,0.85,0,0.85,$0.00,0.85,0.00
1028431,HEM SLEEVE,Corrective Maintenance,VC2713,SEWP019,SEWF009,SEWC118,SEWA106,01/26/2024,0.92,0,0.92,$50.99,0.92,0.00
1028503,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF001,SEWC001,SEWA001,05/30/2024,0.08,0,0.08,$2.96,0.08,0.00
1028503,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC018,SEWA015,04/29/2024,0.42,0.33,0.09,$0.00,0.42,0.00
1028503,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC012,SEWA009,03/19/2024,0.42,0.33,0.09,$0.00,0.42,0.00
1028503,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC013,SEWA012,02/29/2024,2.25,2.08,0.17,$20.00,1.75,0.50
1028503,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC013,SEWA012,04/11/2024,0.42,0.33,0.09,$0.00,0.42,0.00
1028503,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC017,SEWA013,02/12/2024,1.50,1.42,0.08,$0.00,1.50,0.00
1028503,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC100,SEWA095,03/13/2024,0.42,0.33,0.09,$0.60,0.42,0.00
1028503,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC117,SEWA105,03/21/2024,0.83,0.67,0.16,$43.23,0.83,0.00
1028505,HEM BOTTOM,Breakdown,VC2700,SEWP001,SEWF009,SEWC013,SEWA012,02/01/2024,0.67,0.5,0.17,$0.00,0.67,0.00
1028505,HEM BOTTOM,Breakdown,VC2700,SEWP002,SEWF001,SEWC001,SEWA001,02/27/2024,2.00,0,2.00,$25.46,2.00,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF001,SEWC001,SEWA001,05/30/2024,0.08,0,0.08,$2.96,0.08,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF001,SEWC021,SEWA018,03/21/2024,0.50,0.33,0.17,$41.00,0.50,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF009,SEWC092,SEWA009,02/07/2024,3.00,2.12,0.88,$1.00,3.00,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF020,SEWC171,SEWA167,02/28/2024,2.92,2.75,0.17,$26.20,2.17,0.75
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP001,SEWF020,SEWC177,SEWA167,04/19/2024,0.58,0.5,0.08,$0.00,0.58,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC005,SEWA005,05/21/2024,2.08,2,0.08,$25.46,2.08,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC009,SEWA009,05/20/2024,1.75,1.67,0.08,$0.00,1.75,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC015,SEWA013,04/24/2024,2.42,2.33,0.09,$0.00,2.42,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC071,SEWA018,05/17/2024,2.50,2.42,0.08,$85.91,2.00,0.50
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF009,SEWC100,SEWA095,04/18/2024,2.00,2,0.00,$0.00,2.00,0.00
1028505,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP006,SEWF020,SEWC177,SEWA160,02/26/2024,1.25,1.08,0.17,$0.00,1.25,0.00
1028534,HEM BOTTOM,Breakdown,VC2700,SEWP001,SEWF009,SEWC013,SEWA013,02/07/2024,0.83,0.83,0.00,$0.74,0.83,0.00
1028534,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC013,SEWA012,05/30/2024,0.58,0.5,0.08,$19.00,0.50,0.08
1028534,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC021,SEWA018,01/11/2024,0.25,0.25,0.00,$0.00,0.25,0.00
1028534,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC021,SEWA018,01/15/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1028534,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF001,SEWC021,SEWA018,05/17/2024,0.25,0.25,0.00,$0.00,0.25,0.00
1028534,HEM BOTTOM,Corrective Maintenance,VC2700,SEWP002,SEWF008,SEWC082,SEWA083,01/04/2024,1.33,1.25,0.08,$0.00,1.25,0.08
