Equipment,Operation,WO Type,Model Base,Problem Code,Failure Code,Cause Code,Action Code,Date,downtimeGross,pitHours,realDowntime,partsCost,repairHours,waitingHours
1161948,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,04/18/2024,2.00,1.92,0.08,$25.00,2.00,0.00
1161948,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,04/29/2024,1.50,1.42,0.08,$0.00,1.50,0.00
1161949,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC001,SEWA001,03/08/2024,1.17,1,0.17,$28.00,1.00,0.17
1161949,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC014,SEWA003,03/13/2024,2.00,1.83,0.17,$0.00,2.00,0.00
1161951,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP001,SEWF009,SEWC015,SEWA012,05/28/2024,0.58,0.5,0.08,$29.30,0.50,0.08
1161951,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC170,SEWA154,04/18/2024,0.58,0.5,0.08,$35.80,0.50,0.08
1161954,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC001,SEWA001,02/13/2024,0.67,0.5,0.17,$0.00,0.50,0.17
1161954,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,02/09/2024,0.33,0.17,0.16,$28.30,0.17,0.17
1162006,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA003,05/09/2024,0.42,0.42,0.00,$0.00,0.42,0.00
1162006,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA003,05/13/2024,1.08,1,0.08,$1.10,1.00,0.08
1162006,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC017,SEWA013,05/15/2024,0.58,0.5,0.08,$1.10,0.58,0.00
1162006,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC018,SEWA015,05/21/2024,0.58,0.5,0.08,$53.00,0.58,0.00
1162006,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC111,SEWA030,05/16/2024,0.25,0.25,0.00,$0.00,0.25,0.00
1162006,TAPE SHOULDER,Calibration,J-261,SEWP001,SEWF009,SEWC013,SEWA012,04/15/2024,0.17,0.17,0.00,$118.60,0.17,0.00
1162007,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC017,SEWA013,05/23/2024,1.08,1,0.08,$0.00,1.08,0.00
1162007,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,04/03/2024,0.17,0.17,0.00,$1.10,0.17,0.00
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC013,SEWA012,05/02/2024,1.67,1.5,0.17,$0.00,1.50,0.17
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC018,SEWA015,04/29/2024,0.33,0.17,0.16,$0.00,0.17,0.17
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC028,SEWA026,01/18/2024,0.42,0.25,0.17,$4.90,0.17,0.25
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC246,SEWA236,04/30/2024,0.42,0.25,0.17,$0.00,0.17,0.25
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC012,SEWA013,04/26/2024,1.00,0.83,0.17,$0.00,0.75,0.25
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,01/22/2024,1.42,1.25,0.17,$38.00,1.17,0.25
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,02/05/2024,1.00,0.83,0.17,$0.00,0.67,0.33
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,04/25/2024,2.67,2.5,0.17,$162.00,1.92,0.75
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,04/26/2024,1.67,1.5,0.17,$0.00,1.33,0.33
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,04/30/2024,2.25,2.08,0.17,$0.00,2.00,0.25
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC100,SEWA095,05/06/2024,1.75,1.58,0.17,$0.00,1.50,0.25
1162009,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,05/14/2024,0.08,0.08,0.00,$14.17,0.08,0.00
1162010,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC020,SEWA016,04/17/2024,0.42,0.33,0.09,$0.00,0.42,0.00
1162010,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,05/20/2024,2.92,2.83,0.09,$0.00,2.92,0.00
1162010,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,05/28/2024,0.33,0.25,0.08,$0.00,0.33,0.00
1162010,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC084,SEWA082,05/27/2024,0.50,0.42,0.08,$1.10,0.17,0.33
1162010,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC100,SEWA095,01/11/2024,1.42,1.33,0.09,$0.00,1.42,0.00
1162011,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP001,SEWF009,SEWC100,SEWA095,04/01/2024,0.67,0.58,0.09,$0.00,0.67,0.00
1162011,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC009,SEWA009,05/20/2024,0.33,0.25,0.08,$0.00,0.33,0.00
1162011,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,05/28/2024,0.25,0.17,0.08,$0.00,0.25,0.00
1162011,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,05/29/2024,1.08,1,0.08,$0.00,1.08,0.00
1162011,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,06/03/2024,1.08,1,0.08,$0.00,1.08,0.00
1162011,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,06/06/2024,0.42,0.33,0.09,$20.00,0.33,0.08
1162011,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA015,04/12/2024,0.25,0.17,0.08,$0.00,0.25,0.00
1162011,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF019,SEWC013,SEWA012,03/18/2024,0.75,0.75,0.00,$0.00,0.50,0.25
1162011,TAPE SHOULDER,Calibration,J-261,SEWP001,SEWF001,SEWC001,SEWA001,02/23/2024,0.08,0,0.08,$237.30,0.08,0.00
1162012,TAPE SHOULDER,Breakdown,J-261,SEWP001,SEWF002,SEWC044,SEWA043,04/22/2024,0.50,0.33,0.17,$0.00,0.33,0.17
1162012,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC012,SEWA013,04/29/2024,0.42,0.33,0.09,$0.00,0.33,0.08
1162012,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,04/17/2024,0.42,0.17,0.25,$0.00,0.17,0.25
1162012,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC013,SEWA012,05/24/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1162012,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC012,SEWA013,02/26/2024,0.25,0.17,0.08,$0.00,0.17,0.08
1162012,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC012,SEWA013,03/18/2024,0.75,0.66,0.09,$142.70,0.67,0.08
1162012,TAPE SHOULDER,Calibration,J-261,SEWP001,SEWF001,SEWC001,SEWA001,01/11/2024,0.08,0,0.08,$0.00,0.08,0.00
1162015,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC012,SEWA013,06/07/2024,1.00,1,0.00,$83.60,1.00,0.00
1162237,JOIN SHOULDER,Breakdown,C5S-4-M03,SEWP002,SEWF009,SEWC012,SEWA013,05/03/2024,0.33,0.25,0.08,$0.00,0.17,0.17
1162237,JOIN SHOULDER,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC017,SEWA013,05/13/2024,0.67,0.58,0.09,$0.00,0.67,0.00
1162237,JOIN SHOULDER,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC017,SEWA103,05/03/2024,0.02,0.02,0.00,$0.00,0.02,0.00
1162238,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC017,SEWA013,04/01/2024,0.83,0.75,0.08,$0.00,0.83,0.00
1162239,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC001,SEWA001,03/20/2024,0.08,0,0.08,$10.04,0.08,0.00
1162239,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC084,SEWA083,01/24/2024,3.08,1,2.08,$1.30,3.00,0.08
1162239,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC084,SEWA083,01/30/2024,0.08,0,0.08,$4.14,0.08,0.00
1162239,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC091,SEWA003,04/26/2024,0.58,0.5,0.08,$30.00,0.58,0.00
1162240,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF006,SEWC082,SEWA080,01/22/2024,0.33,0.25,0.08,$0.00,0.17,0.17
1162242,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC032,SEWA030,05/03/2024,0.17,0,0.17,$0.00,0.17,0.00
1162242,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF005,SEWC001,SEWA009,02/08/2024,0.33,0.25,0.08,$0.00,0.33,0.00
1162242,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC012,SEWA013,02/20/2024,0.58,0.5,0.08,$0.40,0.50,0.08
1162242,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,01/19/2024,2.67,2.58,0.09,$0.00,0.17,2.50
1162242,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,01/22/2024,2.50,2.42,0.08,$65.00,0.50,2.00
1162242,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC017,SEWA013,02/02/2024,3.00,3,0.00,$28.30,3.00,0.00
1162242,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC111,SEWA030,04/02/2024,0.50,0.42,0.08,$0.00,0.08,0.42
1162243,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC004,SEWA002,03/14/2024,0.50,0.33,0.17,$0.00,0.33,0.17
1162243,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF005,SEWC061,SEWA059,01/10/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1162243,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF008,SEWC082,SEWA080,04/11/2024,0.50,0.33,0.17,$0.00,0.33,0.17
1162243,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC171,SEWA160,02/29/2024,0.67,0.58,0.09,$0.00,0.50,0.17
1162243,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP009,SEWF008,SEWC082,SEWA080,03/11/2024,0.08,0.08,0.00,$3.30,0.08,0.00
1162245,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC100,SEWA095,05/09/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1162248,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC171,SEWA160,02/01/2024,0.17,0,0.17,$0.00,0.17,0.00
1162248,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC171,SEWA160,03/18/2024,0.50,0.5,0.00,$0.00,0.50,0.00
1162248,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC171,SEWA160,06/07/2024,4.00,3.83,0.17,$93.30,4.00,0.00
1162249,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,02/02/2024,0.67,0.58,0.09,$0.00,0.58,0.08
1162250,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC017,SEWA013,02/12/2024,0.33,0,0.33,$25.14,0.33,0.00
1162253,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC012,SEWA013,05/07/2024,0.67,0.58,0.09,$25.00,0.67,0.00
1162253,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP003,SEWF009,SEWC012,SEWA013,03/08/2024,0.92,0.83,0.09,$0.00,0.92,0.00
1162254,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC018,SEWA015,04/29/2024,0.25,0.17,0.08,$0.00,0.25,0.00
1162254,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC018,SEWA015,05/09/2024,1.50,1.42,0.08,$10.00,1.17,0.33
1162255,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP005,SEWF009,SEWC013,SEWA002,02/26/2024,5.00,4.67,0.33,$0.00,3.00,2.00
1162256,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC001,SEWA001,02/07/2024,3.58,2.5,1.08,$0.00,0.75,2.83
1162256,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,05/16/2024,1.50,1.42,0.08,$0.00,1.50,0.00
1162256,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA017,04/18/2024,0.25,0.17,0.08,$0.00,0.25,0.00
1162256,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC017,SEWA013,05/30/2024,1.75,1.75,0.00,$0.00,1.58,0.17
1162256,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC092,SEWA009,04/24/2024,0.75,0.75,0.00,$0.00,0.75,0.00
1162261,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF008,SEWC082,SEWA083,01/24/2024,0.33,0.25,0.08,$0.00,0.33,0.00
1162261,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC166,SEWA155,01/22/2024,0.17,0.08,0.09,$0.00,0.17,0.00
1162262,JOIN SHOULDER,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC012,SEWA013,01/24/2024,0.42,0.33,0.09,$0.00,0.33,0.08
1162264,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,02/12/2024,0.92,0.83,0.09,$25.00,0.33,0.58
1162267,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC084,SEWA082,01/24/2024,0.33,0.25,0.08,$0.00,0.25,0.08
1162269,CLOSE COLLAR,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC103,SEWA098,01/09/2024,0.75,0.67,0.08,$0.00,0.50,0.25
1162283,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC012,SEWA013,02/26/2024,1.50,1.33,0.17,$0.00,1.00,0.50
1162283,TAPE SHOULDER,Calibration,J-261,SEWP002,SEWF001,SEWC013,SEWA013,01/30/2024,0.08,0,0.08,$171.60,0.08,0.00
1162286,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF009,SEWC103,SEWA098,05/02/2024,1.67,1.5,0.17,$98.04,1.50,0.17
1162286,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC001,SEWA001,02/08/2024,0.08,0,0.08,$2.04,0.08,0.00
1162286,TAPE SHOULDER,Calibration,J-261,SEWP002,SEWF001,SEWC013,SEWA013,01/30/2024,0.08,0,0.08,$181.60,0.08,0.00
1162343,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP001,SEWF009,SEWC012,SEWA003,04/10/2024,0.58,0.5,0.08,$47.30,0.58,0.00
1162375,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC103,SEWA098,05/24/2024,0.50,0.33,0.17,$7.55,0.50,0.00
1162399,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC018,SEWA015,01/18/2024,1.08,0.92,0.16,$22.50,0.00,1.08
1162436,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC012,SEWA013,03/05/2024,0.33,0.25,0.08,$0.00,0.25,0.08
1162438,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP001,SEWF019,SEWC170,SEWA134,04/26/2024,0.17,0.08,0.09,$3.70,0.08,0.08
1162439,SET SLEEVE,Breakdown,C5S-4-M03,SEWP002,SEWF001,SEWC013,SEWA013,03/19/2024,0.42,0.33,0.09,$0.00,0.33,0.08
1162439,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC013,SEWA013,03/19/2024,0.25,0.17,0.08,$0.00,0.17,0.08
1162439,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC018,SEWA015,05/02/2024,0.42,0.33,0.09,$0.00,0.33,0.08
1162439,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,03/13/2024,1.08,1,0.08,$0.00,1.00,0.08
1162439,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP005,SEWF009,SEWC084,SEWA083,04/09/2024,0.58,0.5,0.08,$0.00,0.50,0.08
1162440,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC012,SEWA013,05/06/2024,1.00,0.92,0.08,$0.00,1.00,0.00
1162440,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC012,SEWA013,06/05/2024,1.00,0.92,0.08,$0.00,1.00,0.00
1162583,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF001,SEWC013,SEWA012,01/04/2024,0.67,0.58,0.09,$0.00,0.67,0.00
1162590,SET COLLAR,Breakdown,JK-797DI,SEWP001,SEWF009,SEWC017,SEWA013,05/22/2024,0.33,0.33,0.00,$1.00,0.33,0.00
1162590,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF008,SEWC082,SEWA083,01/26/2024,0.17,0.08,0.09,$3.00,0.08,0.08
1162590,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF009,SEWC017,SEWA012,06/07/2024,0.33,0.25,0.08,$0.00,0.25,0.08
1162598,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF001,SEWC013,SEWA012,02/13/2024,0.83,0.67,0.16,$0.00,0.67,0.17
1162598,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP012,SEWF008,SEWC082,SEWA083,02/01/2024,0.50,0.33,0.17,$0.00,0.25,0.25
1162601,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF009,SEWC012,SEWA013,04/25/2024,0.08,0.08,0.00,$98.00,0.08,0.00
1162601,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF009,SEWC013,SEWA012,02/26/2024,1.75,1.67,0.08,$0.00,1.67,0.08
1162608,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF009,SEWC017,SEWA013,02/20/2024,0.67,0.5,0.17,$13.00,0.42,0.25
1162626,SET COLLAR,Calibration,JK-797DI,SEWP002,SEWF009,SEWC018,SEWA015,05/22/2024,1.58,1.5,0.08,$0.00,1.58,0.00
1162626,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF001,SEWC012,SEWA011,06/05/2024,1.42,1.33,0.09,$0.00,1.42,0.00
1162626,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF001,SEWC012,SEWA011,06/05/2024,0.67,0.58,0.09,$0.00,0.50,0.17
1162626,SET COLLAR,Corrective Maintenance,JK-797DI,SEWP002,SEWF009,SEWC017,SEWA013,05/21/2024,1.00,0.92,0.08,$3.00,1.00,0.00
1162656,JOIN SHOULDER,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC017,SEWA013,01/25/2024,0.33,0.25,0.08,$0.00,0.33,0.00
1162657,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP001,SEWF001,SEWC001,SEWA001,02/27/2024,0.67,0.58,0.09,$0.00,0.67,0.00
1162657,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF008,SEWC082,SEWA083,02/28/2024,0.25,0.17,0.08,$3.30,0.25,0.00
1162657,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF008,SEWC082,SEWA083,03/15/2024,0.17,0.17,0.00,$0.00,0.17,0.00
1162657,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC171,SEWA160,04/22/2024,0.83,0.75,0.08,$0.00,0.83,0.00
1162657,CLOSE SLEEVE,Standard Work Order,C5S-4-M03,,,,,01/10/2024,1.50,0,1.50,$0.00,1.50,0.00
1162660,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF008,SEWC082,SEWA083,03/01/2024,0.17,0.17,0.00,$3.00,0.17,0.00
1162661,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC012,SEWA013,03/13/2024,0.50,0.42,0.08,$25.00,0.50,0.00
1162661,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC012,SEWA013,05/31/2024,0.08,0,0.08,$12.50,0.08,0.00
1162663,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC103,SEWA098,04/26/2024,2.67,2.5,0.17,$0.00,0.50,2.17
1162663,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,04/10/2024,0.67,0.5,0.17,$28.00,0.50,0.17
1162670,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC166,SEWA155,05/24/2024,0.67,0.58,0.09,$0.00,0.67,0.00
1162670,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC018,SEWA013,03/20/2024,0.33,0.25,0.08,$4.02,0.25,0.08
1162675,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC001,SEWA001,03/05/2024,1.08,1,0.08,$0.00,1.00,0.08
1162682,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP001,SEWF001,SEWC001,SEWA001,05/31/2024,0.08,0,0.08,$22.30,0.08,0.00
1162687,SET SLEEVE,Breakdown,C5S-4-M03,SEWP001,SEWF009,SEWC013,SEWA012,01/30/2024,2.00,2,0.00,$0.00,2.00,0.00
1162687,SET SLEEVE,Breakdown,C5S-4-M03,SEWP001,SEWF009,SEWC013,SEWA012,04/08/2024,1.00,1,0.00,$0.00,1.00,0.00
1162687,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF008,SEWC082,SEWA083,03/11/2024,0.17,0.17,0.00,$0.00,0.17,0.00
1162687,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,03/07/2024,1.50,0.42,1.08,$0.00,1.33,0.17
1162687,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,03/13/2024,1.00,1,0.00,$0.00,1.00,0.00
1162689,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC017,SEWA013,01/02/2024,1.08,1,0.08,$45.00,1.00,0.08
1162693,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC001,SEWA001,02/01/2024,0.08,0,0.08,$1.70,0.08,0.00
1162693,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC017,SEWA013,01/22/2024,0.25,0.17,0.08,$0.00,0.25,0.00
1162693,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC018,SEWA015,05/03/2024,0.08,0,0.08,$0.40,0.08,0.00
1162695,SET SLEEVE,Calibration,C5S-4-M03,SEWP001,SEWF001,SEWC001,SEWA001,02/07/2024,0.17,0,0.17,$3.00,0.17,0.00
1162695,JOIN SHOULDER,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC001,SEWA001,02/14/2024,0.83,0.67,0.16,$0.00,0.83,0.00
1162695,JOIN SHOULDER,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF001,SEWC001,SEWA001,05/23/2024,0.67,0.5,0.17,$26.30,0.50,0.17
1162698,SET SLEEVE,Breakdown,C5S-4-M03,SEWP002,SEWF008,SEWC082,SEWA083,04/18/2024,1.00,1,0.00,$0.00,1.00,0.00
1162700,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,04/04/2024,0.17,0,0.17,$15.30,0.17,0.00
1162702,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF019,SEWC171,SEWA160,02/08/2024,0.58,0.5,0.08,$0.00,0.58,0.00
1162702,CLOSE SLEEVE,Calibration,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,05/02/2024,0.33,0.17,0.16,$0.00,0.33,0.00
1162702,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF005,SEWC061,SEWA059,05/29/2024,0.50,0.42,0.08,$0.00,0.50,0.00
1162702,CLOSE SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA012,04/30/2024,0.67,0,0.67,$0.00,0.42,0.25
1162705,JOIN SHOULDER,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC012,SEWA013,01/10/2024,0.42,0.33,0.09,$50.80,0.42,0.00
1162706,SET SLEEVE,Corrective Maintenance,C5S-4-M03,SEWP001,SEWF019,SEWC171,SEWA154,05/13/2024,0.08,0,0.08,$1.70,0.08,0.00
1162708,JOIN SHOULDER,Corrective Maintenance,C5S-4-M03,SEWP002,SEWF009,SEWC013,SEWA003,01/09/2024,0.08,0,0.08,$23.80,0.08,0.00
1163594,TAPE SHOULDER,Corrective Maintenance,J-261,SEWP002,SEWF001,SEWC018,SEWA015,05/21/2024,0.50,0.42,0.08,$0.00,0.50,0.00
