equipment,date,changed_pcs
1024104,7/1/2023,1
1024104,7/1/2023,1
1024104,7/7/2023,1
1024104,7/7/2023,1
1024104,7/28/2023,1
1024104,7/28/2023,1
1024104,8/15/2023,1
1024104,8/15/2023,1
1024104,8/22/2023,1
1024104,8/22/2023,1
1024104,8/30/2023,1
1024104,8/30/2023,1
1024104,9/3/2023,0
1024104,9/3/2023,0
1024104,9/4/2023,0
1024104,9/11/2023,1
1024104,9/11/2023,1
1024104,4/9/2024,0
1024104,4/15/2024,0
1024525,1/11/2023,0
1024525,1/11/2023,0
1024525,1/20/2023,0
1024525,2/9/2023,0
1024525,2/23/2023,1
1024525,2/23/2023,1
1024525,2/24/2023,0
1024525,2/24/2023,0
1024525,2/27/2023,1
1024525,2/27/2023,1
1024525,3/9/2023,0
1024525,3/9/2023,0
1024525,3/10/2023,1
1024525,3/10/2023,1
1024525,3/15/2023,0
1024525,3/15/2023,0
1024525,3/16/2023,1
1024525,3/16/2023,1
1024525,3/17/2023,1
1024525,3/17/2023,1
1024525,3/20/2023,2
1024525,3/20/2023,2
1024525,3/24/2023,0
1024525,5/25/2023,1
1024525,5/25/2023,1
1024525,6/7/2023,0
1024525,7/3/2023,1
1024525,7/3/2023,1
1024525,7/4/2023,3
1024525,7/4/2023,3
1024525,7/21/2023,0
1024525,8/30/2023,1
1024525,8/30/2023,1
1024525,8/31/2023,1
1024525,8/31/2023,1
1024525,9/18/2023,0
1024525,9/19/2023,0
1024525,9/19/2023,0
1024525,10/18/2023,1
1024525,10/18/2023,0
1024525,10/18/2023,1
1024525,10/19/2023,0
1024525,10/19/2023,0
1024525,1/4/2024,0
1024525,1/17/2024,0
1024525,1/19/2024,2
1024525,3/6/2024,1
1024525,5/21/2024,0
1024529,6/20/2023,2
1024529,6/20/2023,2
1024529,8/14/2023,1
1024529,8/14/2023,1
1024529,8/24/2023,1
1024529,8/24/2023,0
1024529,8/24/2023,1
1024529,8/24/2023,0
1024529,2/6/2024,1
1024529,3/18/2024,0
1024529,3/20/2024,0
1024581,7/12/2023,1
1024581,7/12/2023,1
1024581,4/24/2024,2
1024581,6/6/2024,4
1024621,2/8/2023,0
1024621,2/8/2023,0
1024621,2/8/2023,0
1024621,2/8/2023,0
1024621,2/16/2023,1
1024621,2/16/2023,1
1024621,2/20/2023,1
1024621,2/20/2023,1
1024621,2/28/2023,1
1024621,2/28/2023,1
1024621,3/7/2023,1
1024621,3/7/2023,1
1024621,3/10/2023,0
1024621,3/10/2023,0
1024621,6/21/2023,1
1024621,6/21/2023,1
1024621,6/22/2023,1
1024621,6/22/2023,1
1024621,8/16/2023,7
1024621,8/16/2023,7
1024621,8/17/2023,1
1024621,8/17/2023,1
1024621,10/10/2023,1
1024621,10/10/2023,1
1024621,10/11/2023,0
1024621,10/11/2023,0
1024621,11/27/2023,0
1024621,11/27/2023,0
1024621,12/14/2023,0
1024621,12/18/2023,1
1024621,12/18/2023,1
1024621,1/8/2024,1
1024621,1/9/2024,1
1024621,2/13/2024,2
1024621,2/27/2024,1
1024621,2/28/2024,1
1024621,3/14/2024,1
1024621,3/14/2024,1
1024621,3/18/2024,2
1024621,4/1/2024,1
1024642,3/29/2023,0
1024642,3/29/2023,0
1024642,6/20/2023,1
1024642,6/20/2023,1
1024642,10/18/2023,0
1024642,10/18/2023,0
1024644,1/25/2023,0
1024644,1/25/2023,0
1024644,1/27/2023,1
1024644,1/27/2023,1
1024644,2/5/2023,1
1024644,2/5/2023,1
1024644,2/24/2023,0
1024644,3/9/2023,1
1024644,3/9/2023,1
1024644,3/23/2023,0
1024644,3/23/2023,0
1024644,4/16/2023,0
1024644,4/16/2023,0
1024644,5/31/2023,1
1024644,5/31/2023,1
1024644,6/5/2023,0
1024644,6/5/2023,0
1024644,7/3/2023,0
1024644,7/3/2023,0
1024644,7/21/2023,0
1024644,7/21/2023,0
1024644,7/23/2023,0
1024644,7/23/2023,0
1024644,7/29/2023,0
1024644,7/29/2023,0
1024644,8/23/2023,1
1024644,8/23/2023,1
1024644,10/8/2023,0
1024644,10/8/2023,0
1024644,10/9/2023,1
1024644,10/9/2023,1
1024644,10/11/2023,1
1024644,10/11/2023,1
1024644,10/15/2023,1
1024644,10/15/2023,1
1024644,2/8/2024,0
1024644,2/8/2024,0
1024644,2/12/2024,3
1024644,2/12/2024,1
1024644,2/15/2024,1
1024644,2/16/2024,0
1024644,2/19/2024,1
1024644,2/26/2024,1
1024644,2/29/2024,0
1024644,3/1/2024,0
1024644,3/4/2024,0
1024644,6/16/2024,0
1024644,6/19/2024,0
1024644,6/24/2024,0
1024821,4/26/2023,1
1024821,4/26/2023,1
1024821,5/31/2023,1
1024821,5/31/2023,1
1024821,3/1/2024,1
1024821,4/25/2024,2
1025252,3/14/2023,0
1025252,3/14/2023,0
1025252,3/15/2023,4
1025252,3/15/2023,4
1025252,3/16/2023,1
1025252,3/16/2023,1
1025252,3/20/2023,4
1025252,3/20/2023,1
1025252,3/20/2023,4
1025252,3/20/2023,1
1025252,3/21/2023,4
1025252,3/21/2023,4
1025252,3/22/2023,0
1025421,1/19/2023,0
1025421,1/19/2023,0
1025421,5/24/2023,0
1025421,5/31/2023,0
1025421,5/31/2023,0
1025425,1/26/2023,1
1025425,1/26/2023,1
1025425,2/1/2023,0
1025425,2/9/2023,1
1025425,2/9/2023,1
1025425,2/10/2023,0
1025425,2/10/2023,0
1025425,2/15/2023,1
1025425,2/15/2023,1
1025425,3/9/2023,0
1025425,3/27/2023,1
1025425,3/27/2023,1
1025425,4/11/2023,3
1025425,4/11/2023,3
1025425,4/17/2023,2
1025425,4/17/2023,0
1025425,4/17/2023,2
1025425,5/8/2023,3
1025425,5/8/2023,3
1025425,5/12/2023,2
1025425,5/12/2023,2
1025425,5/19/2023,1
1025425,5/19/2023,1
1025425,5/31/2023,1
1025425,5/31/2023,1
1025425,6/1/2023,1
1025425,6/1/2023,1
1025425,6/20/2023,1
1025425,6/20/2023,1
1025425,7/4/2023,0
1025425,7/19/2023,2
1025425,7/19/2023,0
1025425,7/19/2023,2
1025425,7/25/2023,0
1025425,8/18/2023,1
1025425,8/18/2023,1
1025425,8/23/2023,0
1025425,8/24/2023,0
1025425,10/2/2023,0
1025425,10/2/2023,0
1025425,10/3/2023,0
1025425,10/3/2023,0
1025425,11/14/2023,0
1025425,11/14/2023,0
1025425,11/15/2023,0
1025425,11/15/2023,0
1025425,1/18/2024,0
1025425,1/29/2024,0
1025425,1/30/2024,0
1025425,2/1/2024,0
1025425,2/1/2024,0
1025425,3/19/2024,0
1025425,4/9/2024,0
1025425,5/6/2024,0
1025425,5/23/2024,0
1025425,6/4/2024,0
1025425,6/13/2024,0
1025639,1/23/2023,0
1025639,1/23/2023,0
1025639,1/24/2023,1
1025639,1/24/2023,1
1025639,3/10/2023,0
1025639,3/10/2023,0
1025639,11/8/2023,1
1025639,11/8/2023,1
1025639,2/19/2024,0
1025644,3/8/2023,0
1025644,3/8/2023,0
1025644,3/24/2023,1
1025644,3/24/2023,1
1025644,8/25/2023,1
1025644,8/25/2023,1
1025644,9/25/2023,0
1025644,9/25/2023,0
1025646,1/13/2023,1
1025646,1/13/2023,1
1025646,1/16/2023,0
1025646,1/16/2023,0
1025646,9/26/2023,1
1025646,9/26/2023,1
1025648,3/9/2023,1
1025648,3/9/2023,1
1025648,4/25/2023,1
1025648,4/25/2023,1
1025648,4/27/2023,0
1025648,4/27/2023,0
1025648,5/3/2023,1
1025648,5/3/2023,1
1025648,5/4/2023,0
1025648,5/29/2023,1
1025648,5/29/2023,1
1025648,9/26/2023,1
1025648,9/26/2023,1
1025648,10/2/2023,0
1025648,10/2/2023,0
1025648,12/1/2023,0
1025648,12/1/2023,0
1025648,1/4/2024,0
1025648,1/25/2024,2
1025648,2/14/2024,1
1025648,2/16/2024,0
1025648,2/20/2024,1
1025648,2/20/2024,1
1025648,2/26/2024,0
1025648,3/22/2024,2
1025648,5/6/2024,0
1025648,5/23/2024,0
1025648,5/23/2024,0
1025648,5/31/2024,1
1025648,6/19/2024,0
1025648,6/21/2024,0
1025648,6/21/2024,0
1025661,7/3/2023,1
1025661,7/3/2023,1
1025661,7/4/2023,1
1025661,7/4/2023,1
1025661,7/5/2023,1
1025661,7/5/2023,1
1025661,7/6/2023,3
1025661,7/6/2023,3
1025826,1/25/2023,1
1025826,1/25/2023,1
1025826,7/25/2023,1
1025826,7/25/2023,1
1025826,2/12/2024,0
1025826,3/15/2024,0
1025829,7/23/2023,0
1025829,2/20/2024,0
1025829,4/9/2024,0
1025829,4/11/2024,0
1025829,5/22/2024,0
1025829,6/12/2024,0
1025962,1/30/2023,0
1025962,1/30/2023,0
1025962,2/10/2023,1
1025962,2/10/2023,0
1025962,2/10/2023,1
1025962,2/10/2023,0
1025962,2/13/2023,2
1025962,2/13/2023,2
1025962,2/15/2023,1
1025962,2/15/2023,1
1025962,2/20/2023,1
1025962,2/20/2023,1
1025962,2/22/2023,0
1026000,3/1/2023,0
1026000,3/1/2023,0
1026008,2/25/2023,1
1026008,2/25/2023,1
1026008,2/25/2023,0
1026008,2/25/2023,1
1026008,2/25/2023,1
1026008,2/25/2023,0
1026008,3/10/2023,0
1026008,3/10/2023,0
1026008,5/9/2023,0
1026008,5/9/2023,0
1026008,5/12/2023,0
1026008,6/22/2023,0
1026008,6/22/2023,0
1026008,6/29/2023,0
1026008,6/29/2023,0
1026008,6/30/2023,0
1026008,6/30/2023,0
1026008,7/19/2023,0
1026008,7/19/2023,0
1026008,7/20/2023,0
1026008,7/20/2023,0
1026008,7/27/2023,1
1026008,7/27/2023,1
1026008,7/29/2023,1
1026008,7/29/2023,0
1026008,7/29/2023,1
1026008,7/29/2023,0
1026008,8/13/2023,0
1026008,8/13/2023,0
1026008,8/14/2023,0
1026008,8/14/2023,0
1026008,8/23/2023,0
1026008,8/23/2023,0
1026008,8/27/2023,0
1026008,8/28/2023,0
1026008,8/28/2023,0
1026008,8/28/2023,0
1026008,8/29/2023,0
1026008,8/29/2023,0
1026008,9/3/2023,1
1026008,9/3/2023,1
1026008,9/5/2023,0
1026008,9/5/2023,0
1026008,9/7/2023,1
1026008,9/7/2023,1
1026008,10/15/2023,10
1026008,10/15/2023,10
1026008,12/8/2023,1
1026008,12/8/2023,0
1026008,12/8/2023,1
1026008,12/8/2023,0
1026008,12/11/2023,0
1026008,12/11/2023,0
1026008,12/11/2023,0
1026008,12/11/2023,0
1026008,12/14/2023,1
1026008,12/14/2023,1
1026008,1/3/2024,0
1026008,1/4/2024,1
1026008,1/17/2024,0
1026008,1/17/2024,0
1026008,1/26/2024,0
1026008,2/6/2024,1
1026008,2/14/2024,0
1026008,2/20/2024,1
1026008,3/11/2024,1
1026008,3/13/2024,0
1026008,3/14/2024,0
1026008,4/6/2024,1
1026008,4/17/2024,1
1026008,4/19/2024,0
1026008,4/25/2024,1
1026008,5/7/2024,0
1026008,5/10/2024,0
1026008,5/11/2024,1
1026008,5/13/2024,1
1026008,5/17/2024,0
1026008,5/21/2024,0
1026008,6/20/2024,0
1026009,2/27/2023,0
1026009,3/2/2023,3
1026009,3/2/2023,3
1026009,5/8/2023,0
1026009,5/8/2023,0
1026009,5/12/2023,1
1026009,5/12/2023,1
1026009,6/6/2023,0
1026009,6/8/2023,1
1026009,6/8/2023,1
1026009,10/2/2023,0
1026009,10/9/2023,1
1026009,10/9/2023,1
1026009,10/10/2023,2
1026009,10/10/2023,2
1026009,10/12/2023,1
1026009,10/12/2023,1
1026009,10/17/2023,1
1026009,10/17/2023,1
1026009,11/7/2023,2
1026009,11/7/2023,1
1026009,11/7/2023,2
1026009,11/7/2023,1
1026009,11/15/2023,2
1026009,11/15/2023,1
1026009,11/15/2023,2
1026009,11/15/2023,1
1026009,12/14/2023,0
1026009,12/14/2023,0
1026009,2/13/2024,0
1026009,2/20/2024,0
1026009,2/21/2024,2
1026009,2/22/2024,3
1026009,2/23/2024,2
1026009,2/23/2024,0
1026009,2/26/2024,1
1026009,2/27/2024,1
1026009,3/5/2024,0
1026009,3/20/2024,1
1026009,4/24/2024,1
1026260,1/4/2024,1
1026284,1/24/2023,0
1026284,1/24/2023,0
1026284,3/15/2023,0
1026284,5/15/2023,1
1026284,5/15/2023,1
1026284,6/26/2023,0
1026284,6/28/2023,0
1026284,8/17/2023,0
1026284,8/17/2023,0
1026284,10/12/2023,0
1026284,10/12/2023,0
1026284,1/30/2024,0
1026284,2/14/2024,1
1026284,2/16/2024,2
1026284,2/19/2024,1
1026284,2/22/2024,0
1026284,4/4/2024,0
1026284,4/24/2024,1
1026284,5/16/2024,1
1026284,5/23/2024,0
1026446,3/1/2023,1
1026446,3/1/2023,1
1026446,3/8/2023,2
1026446,3/8/2023,2
1026446,3/9/2023,1
1026446,3/9/2023,1
1026446,3/23/2023,2
1026446,3/23/2023,2
1026476,1/11/2023,0
1026476,1/11/2023,0
1026476,1/27/2023,1
1026476,1/27/2023,1
1026476,2/8/2023,2
1026476,2/8/2023,2
1026476,2/9/2023,3
1026476,2/9/2023,1
1026476,2/9/2023,3
1026476,2/9/2023,1
1026476,2/13/2023,0
1026476,2/13/2023,0
1026476,4/21/2023,1
1026476,4/21/2023,1
1026476,4/24/2023,0
1026476,4/25/2023,0
1026476,4/25/2023,0
1026482,1/16/2023,0
1026482,1/25/2023,0
1026482,1/25/2023,0
1026482,3/6/2023,2
1026482,3/6/2023,0
1026482,3/6/2023,2
1026482,3/6/2023,0
1026482,3/7/2023,9
1026482,3/7/2023,9
1026482,3/8/2023,2
1026482,3/8/2023,2
1026482,3/9/2023,1
1026482,3/9/2023,1
1026482,3/14/2023,1
1026482,3/14/2023,1
1026482,3/15/2023,0
1026482,3/15/2023,0
1026482,5/9/2023,1
1026482,5/9/2023,1
1026482,6/26/2023,0
1026482,6/26/2023,0
1026482,6/30/2023,0
1026482,6/30/2023,0
1026482,8/18/2023,1
1026482,8/18/2023,1
1026482,8/21/2023,2
1026482,8/21/2023,0
1026482,8/21/2023,2
1026482,8/24/2023,0
1026488,7/18/2023,11
1026488,7/18/2023,11
1026488,7/19/2023,0
1026488,7/19/2023,0
1026488,10/3/2023,1
1026488,10/3/2023,1
1026488,10/10/2023,1
1026488,10/10/2023,0
1026488,10/10/2023,0
1026488,10/10/2023,1
1026488,10/10/2023,0
1026488,10/10/2023,0
1026488,12/13/2023,1
1026488,12/13/2023,1
1026488,4/23/2024,0
1026494,1/5/2023,0
1026494,1/23/2023,1
1026494,1/23/2023,0
1026494,1/23/2023,1
1026494,1/23/2023,0
1026494,1/24/2023,1
1026494,1/24/2023,1
1026494,2/1/2023,0
1026494,3/14/2023,0
1026494,3/14/2023,0
1026494,3/20/2023,1
1026494,3/20/2023,1
1026494,3/30/2023,3
1026494,3/30/2023,3
1026494,5/3/2023,1
1026494,5/3/2023,1
1026494,5/5/2023,0
1026494,5/8/2023,0
1026494,5/9/2023,1
1026494,5/9/2023,1
